bts_train/kitchen_0028b/rgb_00045.jpg,bts_train/kitchen_0028b/sync_depth_00045.png,518.8579
bts_train/living_room_0019/rgb_00111.jpg,bts_train/living_room_0019/sync_depth_00111.png,518.8579
bts_train/playroom_0004/rgb_00113.jpg,bts_train/playroom_0004/sync_depth_00113.png,518.8579
bts_train/kitchen_0047/rgb_00050.jpg,bts_train/kitchen_0047/sync_depth_00050.png,518.8579
bts_train/bedroom_0067a/rgb_00010.jpg,bts_train/bedroom_0067a/sync_depth_00010.png,518.8579
bts_train/bedroom_0060/rgb_00081.jpg,bts_train/bedroom_0060/sync_depth_00081.png,518.8579
bts_train/kitchen_0029b/rgb_00016.jpg,bts_train/kitchen_0029b/sync_depth_00016.png,518.8579
bts_train/bedroom_0052/rgb_00170.jpg,bts_train/bedroom_0052/sync_depth_00170.png,518.8579
bts_train/furniture_store_0002c/rgb_00027.jpg,bts_train/furniture_store_0002c/sync_depth_00027.png,518.8579
bts_train/kitchen_0051/rgb_00113.jpg,bts_train/kitchen_0051/sync_depth_00113.png,518.8579
bts_train/living_room_0004/rgb_00077.jpg,bts_train/living_room_0004/sync_depth_00077.png,518.8579
bts_train/bedroom_0100/rgb_00021.jpg,bts_train/bedroom_0100/sync_depth_00021.png,518.8579
bts_train/living_room_0047b/rgb_00003.jpg,bts_train/living_room_0047b/sync_depth_00003.png,518.8579
bts_train/kitchen_0031/rgb_00088.jpg,bts_train/kitchen_0031/sync_depth_00088.png,518.8579
bts_train/bedroom_0086/rgb_00088.jpg,bts_train/bedroom_0086/sync_depth_00088.png,518.8579
bts_train/playroom_0002/rgb_00111.jpg,bts_train/playroom_0002/sync_depth_00111.png,518.8579
bts_train/living_room_0042b/rgb_00091.jpg,bts_train/living_room_0042b/sync_depth_00091.png,518.8579
bts_train/bedroom_0060/rgb_00050.jpg,bts_train/bedroom_0060/sync_depth_00050.png,518.8579
bts_train/bookstore_0001d/rgb_00241.jpg,bts_train/bookstore_0001d/sync_depth_00241.png,518.8579
bts_train/bedroom_0020/rgb_00018.jpg,bts_train/bedroom_0020/sync_depth_00018.png,518.8579
bts_train/living_room_0006/rgb_00011.jpg,bts_train/living_room_0006/sync_depth_00011.png,518.8579
bts_train/living_room_0062/rgb_00153.jpg,bts_train/living_room_0062/sync_depth_00153.png,518.8579
bts_train/kitchen_0035a/rgb_00053.jpg,bts_train/kitchen_0035a/sync_depth_00053.png,518.8579
bts_train/dining_room_0031/rgb_00025.jpg,bts_train/dining_room_0031/sync_depth_00025.png,518.8579
bts_train/furniture_store_0001d/rgb_00114.jpg,bts_train/furniture_store_0001d/sync_depth_00114.png,518.8579
bts_train/living_room_0005/rgb_00097.jpg,bts_train/living_room_0005/sync_depth_00097.png,518.8579
bts_train/bedroom_0010/rgb_00109.jpg,bts_train/bedroom_0010/sync_depth_00109.png,518.8579
bts_train/bedroom_0080/rgb_00048.jpg,bts_train/bedroom_0080/sync_depth_00048.png,518.8579
bts_train/office_kitchen_0003/rgb_00038.jpg,bts_train/office_kitchen_0003/sync_depth_00038.png,518.8579
bts_train/office_0006/rgb_00030.jpg,bts_train/office_0006/sync_depth_00030.png,518.8579
bts_train/living_room_0058/rgb_00174.jpg,bts_train/living_room_0058/sync_depth_00174.png,518.8579
bts_train/reception_room_0001a/rgb_00078.jpg,bts_train/reception_room_0001a/sync_depth_00078.png,518.8579
bts_train/kitchen_0053/rgb_00189.jpg,bts_train/kitchen_0053/sync_depth_00189.png,518.8579
bts_train/living_room_0063/rgb_00085.jpg,bts_train/living_room_0063/sync_depth_00085.png,518.8579
bts_train/living_room_0067/rgb_00032.jpg,bts_train/living_room_0067/sync_depth_00032.png,518.8579
bts_train/playroom_0006/rgb_00124.jpg,bts_train/playroom_0006/sync_depth_00124.png,518.8579
